UUID,Categoria,Ragione Sociale,Indirizzo,Sito,e-mail,Telefono,Facebook ID,Facebook URL,Google Place URL,Google Place ID,Latitude,Longitude,Categoria catastale
ab0a2a4c-779f-4953-b412-8e62aeb13411,"",ZHOU XIANGWEI,CORSO ITALIA,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
32cc3daa-aa0e-4330-b3fd-07736cf7f87b,"",YE CHAOFEN,VIA FOSCOLO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
46cf987c-c692-4d96-a4ef-ce56ca9abe88,"",DO.RO SRL,CORSO ITALIA,,,0362 624565,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
cfcf52d5-758b-410c-bf03-efcce77d32ba,"",VERRENGIA LUCIA,VIA FORLANINI,,,0362309747,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
235c7830-d8c5-4e12-b499-0170a0e61b8d,"",CAFFE' NOVECENTO SNC DI CAMPANELLI LUCA E C.,VIA MONTENERO,,,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
60ee9a57-6a9f-4368-9965-9936d4839ce9,"",VIMA RISTORAZIONI SRL,CORSO ITALIA,,,0362 630955,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
368000a3-6631-41d6-92a4-7229c53bd87d,"",MASTER MARKET SRL,VIA PALLAVICINI,,,0362 621990,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
9d6ccc00-794d-4f00-91a1-34f212fb961c,"",LISSONI ATTILIO,VIA PALLAVICINI,,,0362 621635,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
8a37d0bd-64e2-4fbe-82cf-013e892092f1,"",MACELLERIA DI ROSSI GIANNI MARIO,VIA GARIBALDI,,,0362 628423,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
534e970d-5ed6-4533-a688-6bee78c161d5,"",SALA GIOVANNI,VIA VOLTA,,,362620290,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
b1e6d99e-8418-4439-9dfa-88fa2489a359,"",PANIFICIO SCURATTI SAS DI SCURATTI OSCAR & C.,VIA MILANO,,,0362 622276,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
a4f2d1cb-2329-428e-a0e4-522e831b4ec5,"",L'ACCADEMIA DELLA PASTA DI BERSANI,VIA MILANO,,,362301902,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
9103c3bf-7c9c-4ced-9f04-ce743b5511bf,"",PANIFICIO DI VARA DI DI VARA & C.S N,VIA GARIBALDI,,,0362 622480,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
453cf478-f20c-42c5-83f1-9e5de2018864,"",VIMERCATI FABIO,CORSO ITALIA,,,362621751,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
75277e6c-c159-43f7-9ac4-448b5917fbaa,"",FANTASIE DI PANE SAS DI CRIPPA ALB ERTO & C.,VIA GUARENTI,,,0362 620171,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
87984f2b-168b-4851-9137-3307cf413d0e,"",VIMERCATI LORENZO,CORSO ITALIA,,,0362 622164,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
964cd8fd-9dfd-4de6-86c5-1aca52b97640,"",ZATTIN BRUNA,VIA SAN GIOVANNI BOSCO,,,0362 629337 ,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
376e4e71-c689-478b-a47d-aa3da06602f1,"",PAK TRADE SERVICES E CO SAS DI SHA RIF FARRAK,VIA DAMIANO CHIESA,,,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
40389aa3-c936-475f-9cde-bfab12107fbc,"",INDIAN PAK TRADE SAS,VIA FORLANINI,,,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
4b0ff512-998f-4e57-8a7a-99a482495799,"",MESIANO FRANCESCO,VIA LAMPUGNANI,,,3338574468,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
0a6246e6-2853-4891-a88c-53e23150d871,"",PAK ITALIA HALAL FOODS SAS,VIA XXIV MAGGIO,,,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
ddb4b2c5-3e87-4600-90b0-6b5b51d5bf62,"",PRODOTTI ALIMENTARI DI PONZETTA ANTONIO,VIA FORLANINI,,,3407482005 ,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
3c028191-19cc-4525-b23b-bf3ec08db3bb,"",MD SPA,VIA LEONCAVALLO,http://www.mdspa.it,,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
11f016f6-583c-43f6-8782-888e6683b31b,"",PALMAD SRL,VIA BENGASI,,,0362 306155,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
2be9104c-3d86-4ed6-9e1a-8aff9c776a27,"",RISTOMATTO SRL,VIA TAGLIABUE,,,"362,625,352","","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
f5663cf7-7110-457f-aafc-0cb802c624be,"",SANTANIELLO MARIA ELENA,VIA GARIBALDI,,,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
c51fe9ba-481f-45f3-a196-f670660d4e2e,"",KAUR KULWANT,VIA BRAMANTE,,,0362 622589,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
ca4aa0da-8750-4ef2-af27-cb592ff5078d,"",LANZO GIUSEPPE,PIAZZA CONCILIAZIONE,,,,"","","","","","",N Non Domestica 26 : PLURILICENZE ALIMENTARI O MISTE
1f8bc3aa-78bb-4dc1-a3b4-2f377a935137,"",KRYVETS TETYANA,VIA MATTEOTTI,,,,"","","","","","",N Non Domestica 26 : PLURILICENZE ALIMENTARI O MISTE
bd4ad122-11c3-467b-9684-e0146ad461ce,"",SGS VENDING SRL,VIA LAVORATORI AUTOBIAN,,,,"","","","","","",N Non Domestica 26 : PLURILICENZE ALIMENTARI O MISTE
48ded054-a9be-4d8b-8865-e479ae7292b3,"",MORAMARCO VITA TERESA,VIA LAMPUGNANI,,,0362 331790 ,"","","","","","",N Non Domestica 26 : PLURILICENZE ALIMENTARI O MISTE
41174220-53fb-4557-b1ab-bab462790862,"",ICE AGE SRL,CORSO ITALIA,,,0362 620651,"","","","","","",N Non Domestica 26 : PLURILICENZE ALIMENTARI O MISTE
d013795d-c06d-4928-b34f-61ee86b30c13,"",DAL GHIOTTONE SNC DI PERNIOLA RICCARDO & C.,VIA MATTEOTTI,,,0362 627597,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
6beed580-c103-41c7-8c30-b3b5be51069a,"",PASTA FRESCA SNC DI FRANCA CALLEA,VIA CADORE,,,,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
06a2252b-c8c5-4aaa-be1e-73f2b0ada4e2,"",-FRUTTETO DELLA BASSA- DI CRISAPUL L,VIA GARIBALDI,,,0362 300529,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
eb2f73d2-05ca-4cb4-892c-8127573d8720,"",ORTOFRUTTICOLA VALZASINA SRL,VIA BENGASI,http://www.onoranzepanzeri.com,,0362 305103,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
ff1f990e-6bca-4843-a312-ac9c9bb288c6,"",PANZERI MANUEL,VIA MILANO,,,0362 623694,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
35c13035-b32a-485c-88d6-be83386bd03f,"",LA BAITA DEL FIORE SNC,VIA SAN PIETRO,http://www.xpizza.it,,0362 629200,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
0b03c246-a58f-4c1b-8fa5-3893c3fb3ed2,"",X-PIZZA DI TERAGNI F. & C. SNC,CORSO ITALIA,,,347 8963551,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
e0425ac7-7a92-495f-9469-3ce9eaa77564,"",TANZILLO LINDA,VIA LAMPUGNANI,http://i-pizzeria.info,,0362 301702,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
62189ca0-d760-4e0c-af12-b87d41d535b0,"",PIRODDI MIRKO,VIA DE GASPERI,,,0362 301702,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
2f17f345-00d4-4ebd-9f7d-18641abb1477,"",ORTOFRUTTA DI STEFANO MOLENA,VIA PORTICHETTO,,,0362 623656,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
6b1316d0-994c-41f6-9f78-12f788a33890,"",ALLE FATTORIE SNC DI M.FURLANETTO E C.,CORSO ITALIA,,,0362 623656,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
d9237d26-2c4e-45a2-aded-3c8608c2dfd1,"",LEVEL S.R.L.,VIA FORLANINI,http://www.levelbar.it,prenotazioni@levelbar.it,0362 178 2298,"","","","","","",N Non Domestica 30 : DISCOTECHE-NIGHT CLUB
6e9d4278-f588-4f31-b3cf-23bc31a6106c,"",MAXI DI SRL,VIA PER SEREGNO N.30,,maxidi@legalmail.it,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
aa15f457-6774-43f0-ae3f-e517918ea51d,"",AUTOFFICINA COLOMBO SNC,VIA GARIBALDI N.224,,silkolene@tiscali.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
7f5f01c7-2c5f-45eb-a265-8a4678a24df4,"",SO.CA.P. SRL,STR BARAGGIOLA N.10,,giovanna.r@socapsrl.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
4c7f16a4-2dd6-4915-8577-6932dc95b8e5,"",SACECCAV DEPURAZIONI SACEDE SPA,VIA GABELLINI N.32,,f.messina@sdsspa.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
530ab75f-2c37-436c-ab3f-733f8eec8408,"",DAEM DI GELOSA CAROLINA E C. SAS,VIA ROSSINI N.102,,VEDERE ANNOTAZIONE RAG. SOC.,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
5d060f6c-7d73-4255-9018-851d1ba60ce1,"",DEUTSCHE BANK SPA,CORSO ITALIA N.65,,eleonora-a.baldo@db.com,,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
3c73ca0a-b1de-49da-8410-7c45956baa09,"",PUNTO SERVICE COOPERATIVA SOCIALE A R.L.,VIA XXIV MAGGIO N.11,,enrico.raineri@puntoservice.org,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
27a469ca-5ece-4617-a2cf-8f91dfc026d5,"",ROSBEL IMPIANTI SNC IN FALLIMENTO,VIA MULINELLO N.28,,IN FALLIMENTO,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
b55f296f-7f2f-4e24-acdd-f499ca5c23e6,"",FRASCOLLA SRL,VIA LAVORATORI AUTOBIAN N.1,,certificata@pec.frascolla.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
3155e6eb-95c6-4e4b-921e-6b896f0f4f02,"",INCO SRL,VIA DEGLI ARTIGIANI N.12,,eleonora@incocontatti.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
fbcaee8b-cc8d-4489-84e4-7c7b04b9a3ca,"",LA TAVERNA S.R.L.,VIA TRIPOLI N.28 Int.28,,studioferri@fastwebnet.it,,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
06b811bc-7f11-4569-aefd-8566dfba7a28,"",ZANCHETTIN E NATALE DI ZANCHETTIN G. E NATALE L. 2 C. SAS,VIA MATTEOTTI N.18,,zanchettinenatale@tin.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
f6a78e51-246e-4705-9ceb-9201a634bb06,"",TERMOCOM SRL CON SOCIO UNICO,VIA MAESTRI DEL LAVORO N.3,,info@termocom.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
ea2d5cf4-5d5d-4844-ad51-282a224a0919,"",BE.MA DESIO SAS DI COLOMBO UMBERTO & C.,VIA ZANELLA N.23,,bemade@libero.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
ab633f90-c90c-4a99-bad0-beb23c1a5b96,"",POSSONI ILLUMINAZIONI SNC DI POSSO NI CLAUDIO,VIA NUOVA VALASSINA N.44,,silvia@possoni.it,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
9a8f6dc8-58a9-4770-9ff5-5b0009c66c0e,"",BLU ELECTRONIC S.R.L.,VIA LAVORATORI AUTOBIAN N.1,,info@bluelectronic.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
cb6912e0-9487-4add-8632-4e0be4b1324a,"",TIRELLI STAMPAGGIO S.R.L.,VIA FERRARI N.5/T,,tirellistampaggio@gmail.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
7ec2aadb-cc23-4128-98b9-64a649259f59,"",F.A.R.O. SRL,VIA LAVORATORI AUTOBIAN N.2,,angelo.lombardo@farosicurezza.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
4380b3cb-c674-4375-836a-59a9de8cf6ce,"",GIUSSANI TECHNIQUES S.P.A.,VIA LAVORATORI AUTOBIAN N.143 Int.12,,m.serpato@giussanilocks.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
e4324a98-a301-4ac5-9b03-81dd00e841d0,"",AZIENDA OSPEDALIERA DI DESIO E VIMERCATE,VIA MAZZINI ,,maurolorenzo.rossi@aovimercate.org,,"","","","","","",N Non Domestica 24 : BAR-CAFFETTERIE-PASTICCERIE
a5668982-339c-43ac-b644-d445dbec67e7,"",ARIENTI CARLO SAS DI ARIENTI EMILIANO & C.,VIA DEGLI ARTIGIANI N.11,,info@arienticarpenteria.it,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
db47666f-14ab-438a-bd82-1712e82d0c1d,"",EMISA SNC DI LEONI VITTORIO,VIA DOLOMITI N.40,,madepon@odcec.legalmail.it,,"","","","","","",N Non Domestica 22 : RISTORANTI-TRATTORIE-OSTERIE-PIZZERIE-PUB
b306d94b-3dbe-400b-9f67-3bd15c9ca04d,"",SCHIATTI SNC DI LAURA GIGLIOLA E F RANCESCA,VIA GARIBALDI N.172,,francesca.schiatti@alice.it,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
fbedcc52-6790-45da-ac80-699dd00283b6,"",DAVI & VLADI SAS,VIA GALVANI N.32,,rita@studiocavallaro.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
f2d03869-08d2-4043-b3ec-88dbb2d54b67,"",BANCA POPOLARE DI BERGAMO SPA,VIA MATTEOTTI N.10,,Gabriella.Giuliani@ubibanca.it,,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
7b427aca-3496-4f7b-bba1-c83be75eb5f6,"",MARCH NETWORKS S.R.L.,VIA LAVORATORI AUTOBIAN ,,EuropeFGA@marchnetworks.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
c1f2ea23-993b-4b44-b0f3-b2d5e966edbc,"",ECOTHERM SAS DI DOSSI,VIA TAGLIABUE N.220,,e.co.therm.sas@gmail.com,,"","","","","","",N Non Domestica 18 : ATTIVITA' ARTIGIANALI (BOTTEGHE:FALEGNAME-...)
85b063c6-c8be-472b-860f-4c3f7f85af76,"",EGIMOTORS SRL,VIA FILIPPO DA DESIO N.49,,adriana@polarisitalia.com,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
4368d055-0c38-43a3-96af-600f31dc0f35,"",BIFIRE S.R.L.,VIA LAVORATORI AUTOBIAN N.1,,bifire@bifire.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
9398d452-7809-4115-807b-302443d01c53,"",BANCO POPOLARE  SOC. COOP.,VIA GARIBALDI N.8,,alessandra.chiesa@bancopopolare.it,,"","","","","","",N Non Domestica 12 : BANCHE E ISTITUTI DI CREDITO
43822b26-237d-437a-955f-356ddff96d25,"",SETTE GUSTI SRL DI LEMME ALBERICO & C.,VIA POZZO ANTICO N.2,,contsg@settegusti.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
850daed7-c43a-4b07-8907-900a5d8bf739,"",MAURI ELETTROFORNITURE SPA,VIA EINSTEIN N.27,,rocca.gisella@mauriste.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
b81a9607-bfb1-4c83-8434-5ef4a91b0b80,"",GENERAL MAINT SRL,VIA LAVORATORI AUTOBIAN N.1,,info@generalmaint.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
6f7ff26f-bc43-4a13-bafa-d0a91c4c1a9e,"",NANNI SRL,VIA AGNESI N.145,,nannisrl@fastwebnet.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
22333a45-d07d-4a18-9c95-c9e07af89030,"",DESIO ASSICURAZIONI SAS DI ALESSANDRO NOVATI & C.,VIA DIAZ N.12,,info@desioassicurazioni.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
86cf6512-2341-43d7-b4a7-99217b6c51e0,"",QUEEN STYLE SNC DI BARONI C. & C.,VIA VOLTA N.100,,aquadesio@libero.it,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
eebf7f98-a9ec-445f-b821-3ca192ca1b7c,"",C & D S.R.L.,VIA LAVORATORI AUTOBIAN N.1,,laura@cedsrl.eu,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
1718295b-80c5-49e3-a07f-84642df7803e,"",N.E.T. SRL (EUROTAVERNA),VIA LAVORATORI AUTOBIAN N.36/A,,VEDERE ANNOTAZIONI,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
146d10f7-3547-4524-b0de-5a302b824e12,"",ROBERTO PORTA SRL,VIA LAVORATORI AUTOBIAN N.1,,dflseregno@hotmail.com,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
a75cc4b2-4b4d-495b-9e99-d0af21f6a88d,"",YELLOW HUB SRL,VIALE STAZIONE N.15,,contabilità@yellowhub.com,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
a171546a-8073-4c38-af3c-106e6a888618,"",TECNO SPRAY S.R.L,VIA G.ROSSA N.15,,germano@legalmail.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
55be63ac-559e-4fd9-b7c2-23a9d34317b2,"",GM IMPIANTI SRL,VIA LOMBARDIA N.5,,gmimpiantisrl@tiscali.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
12f7548f-d341-4274-8f81-b2619e79034f,"",VELIERO SAS DI VERGANI LUCA & C.,VIA ORTIGARA N.137,,velierosas@gmail.com,,"","","","","","",N Non Domestica 23 : MENSE-BIRRERIE-AMBURGHERIE
18e6e025-dad5-4f0d-b578-391754375afa,"",GARULUS SRL RESIDENCE MAHONIA,VIA PARINI N.10,,marco.bonalumi@tin.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
167a8512-f91a-4d52-8fa3-a6c2e4a4f123,"",ESSEMME FIORI SNC,VIALE RIMEMBRANZE N.1/B,,essemmefiori@yahoo.com,,"","","","","","",N Non Domestica 27 : ORTOFRUTTA-PESCHERIE-FIORI-PIZZA AL TAGLIO
d73e033c-722c-4cd1-a00a-f0f82fa9e347,"",SECURITAL SRL,VIA DEL COMMERCIO N.14,,amministrazione@securital.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
800cf5b8-e486-4399-9ad2-fb0a2cf319fa,"",SPAZIO SCHIATTI SRL,VIA MILANO N.24,,loredana.riva@spazioschiatti.it,,"","","","","","",N Non Domestica 06 : ESPOSIZIONI-AUTOSALONI
f97d409c-feb4-4f09-9a78-6dd9f6c2ef61,"",LA LOMBARDA SRL.,VIA DON LUIGI STURZO N.6,,s.mascheroni@lalombardagomme.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
2c4361e6-1b6d-4f0c-b6b7-43936544bba9,"",KOVER SRL,VIA FERRAVILLA N.70,,cinzia@kover.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
a20c17a1-27b9-4a35-8f01-03a662e1e881,"",AIA INTERNATIONAL SRL,VIA DIAZ N.14/B,,wwwaiainternationalsrl.com,,"","","","","","",N Non Domestica 06 : ESPOSIZIONI-AUTOSALONI
a81401aa-5341-43b7-a748-e72ab7acccd9,"",HETRONIC ITALY SRL,VIA LAVORATORI AUTOBIAN N.1,,info.italy@hetronic.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
1e3d346d-2b6a-4a7a-af7d-44fc0092246f,"",IMPERO DEL BENESSERE S.N.C.,VIA GARIBALDI N.275,,info@beautylowcost.it,,"","","","","","",N Non Domestica 17 : ATTIVITA' ARTIGIANALI (BOTTEGHE:PARRUCCHIERI-...)
cf2ebfb3-31d4-4f1b-b0fe-7565de1fe27b,"",AD BOX DI RATTI DANIELE,VIA BRAMBILLA N.7,,info@hatlexdesio.it,,"","","","","","",N Non Domestica 04 : CAMPEGGI-DISTRIBUTORI CARBURANTI-IMPIANTI SPORTIVI
6d12e750-8638-4fa1-b126-a4536e749cad,"",DESIOLED S.R.L.,VIA MILANO N.152,,amministrazione@desioled.it,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
1774b8f2-be00-4c42-8931-3071507147b1,"",REKUPERA SRL,VIA GARIBALDI N.118,,rekupera@pec.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
20a5eb84-002c-4f92-a6fe-478820163af0,"",ZAPPA S.R.L.,VIA L. EINAUDI N.9,,p.zappa@officinezappa.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
6e652237-251f-4a46-b44a-2bd089aaf2b5,"",CARTOLERIA MOSCONI S.N.C.,CORSO ITALIA N.3,,cartoleriamosconi@alice.it,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
2d11afe5-9729-4aa0-9fe4-e14780a66038,"",AUTOVANTI BRIANZA SRL,VIA MILANO N.33,,roberta.ballabio@autovantibrianza.coc-bmw.com,,"","","","","","",N Non Domestica 19 : CARROZZERIE-AUTOFFICINE-ELETTRAUTO
4ce3c075-ab87-480a-9ff4-72606dbbd208,"",ARTE E MAGIA SNC DI COLOMBO CARLA GIOVANNA E MANDELLI ILARIA,VIA GARIBALDI N.82,,ilaria39@gmail.com,,"","","","","","",N Non Domestica 13 : NEGOZI (ABBIGLIAMENTO-CALZATURE-LIBRERIE-...)
48aebd7b-23b4-4d88-8808-507974fb4a5a,"",COLOVA SRLS,VIA AGNESI N.170,,colova.srls@outlook.com,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
8d4b2ee8-f834-4c63-8672-34e26d171499,"",TAUSIF FOOD S.A.S. DI RAFIQ MOHAMMAD & C.,VIA XXIV MAGGIO N.10,,tausiffood@pec.it,,"","","","","","",N Non Domestica 25 : SUPERMERCATI E GENERI ALIMENTARI
0a844ecd-ffe5-409c-8810-a346891eb5d0,"",CFM SAS DI BERGNA PAOLO  & C.,CORSO ITALIA N.82,,desio@globalpostalexpress.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
b0c92503-c30f-4fdb-8828-70c868e07785,"",ELLE BI SAS DI BRUNELLI LUCIANA,VIA DON BONZI N.32,,yanto@tin.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
a37a49d9-7412-430a-9ff2-f50eb98952e6,"",ELLE SERVIZI S.R.L.,CORSO ITALIA N.91,,tiziana.santambrogio@studiolazzati.com,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
0280038c-bdb4-4d57-a697-a5b7a81d271f,"",SISTAR SAS DI GIOVANNI SPADONI & C.,VIA LAVORATORI AUTOBIAN N.1,,accounting@sistar.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
a952fcd2-95f6-4df5-8263-54ad26969fc1,"",ROSSETTI E PASSARO NOTAI ASSOCIATI,VIA XXIV MAGGIO N.3,,deborah@rossettiepassaro.it,,"","","","","","",N Non Domestica 11 : UFFICI-AGENZIE E STUDI PROFESSIONALI
ba550ebe-9a84-4338-8ad1-dd6a8795594e,"",TECNOS S.R.L.,VIA LAVORATORI AUTOBIAN N.1,,info@tecnosorg.it,,"","","","","","",N Non Domestica 20 : ATTIVITA' INDUSTRIALI CON CAPANNONI DI PRODUZIONE
dd97ffd0-d40f-4890-af43-16f36ce9257d,"",SOCIETA' INGREDIENTI E ADDITIVI -S.I.A. SRL,VIA LAVORATORI AUTOBIAN N.1,,ammin.barbara@sia-srl.it,,"","","","","","",N Non Domestica 03 : AUTORIMESSE E MAGAZZINI SENZA VENDITA DIRETTA
